time,temperature_2m_max,temperature_2m_min,precipitation_sum
2016-12-28,33.5,24.7,0.0
2016-12-29,34.4,23.4,0.0
2016-12-30,33.5,23.8,0.0
2016-12-31,32.7,22.3,0.0
2017-01-01,29.4,22.1,0.0
2017-01-02,29.2,22.9,0.6
2017-01-03,29.0,23.3,0.0
2017-01-04,28.9,23.7,0.1
2017-01-05,28.9,23.4,0.4
2017-01-06,28.5,23.6,0.3
2017-01-07,28.8,23.4,1.6
2017-01-08,28.7,23.7,0.2
2017-01-09,28.5,23.6,0.3
2017-01-10,28.7,23.3,2.5
2017-01-11,29.1,23.4,0.1
2017-01-12,28.5,23.5,0.6
2017-01-13,29.3,23.9,0.9
2017-01-14,29.5,24.1,0.4
2017-01-15,30.1,23.5,0.9
2017-01-16,28.8,23.3,0.1
2017-01-17,28.9,23.6,0.5
2017-01-18,30.2,22.4,0.0
2017-01-19,31.0,21.7,0.0
2017-01-20,29.3,22.3,0.0
2017-01-21,31.1,24.4,0.1
2017-01-22,29.3,25.1,2.6
2017-01-23,30.4,23.4,0.0
2017-01-24,31.5,23.3,0.0
2017-01-25,30.4,23.9,0.0
2017-01-26,30.9,25.1,0.0
2017-01-27,30.8,25.4,8.9
2017-01-28,29.1,24.8,6.9
2017-01-29,29.7,24.1,0.8
2017-01-30,28.8,24.7,1.3
2017-01-31,29.5,23.9,0.0
2017-02-01,28.7,24.5,0.2
2017-02-02,28.8,23.8,0.0
2017-02-03,30.7,22.7,0.0
2017-02-04,30.4,23.0,0.0
2017-02-05,29.1,21.9,0.5
2017-02-06,27.6,23.8,4.5
2017-02-07,28.1,23.8,1.5
2017-02-08,28.7,24.4,0.0
2017-02-09,29.3,24.0,0.0
2017-02-10,29.0,24.0,0.2
2017-02-11,29.3,24.1,0.7
2017-02-12,29.7,24.0,1.1
2017-02-13,30.9,23.4,0.0
2017-02-14,32.2,23.1,0.0
2017-02-15,32.6,25.0,0.0
2017-02-16,32.1,24.2,0.4
2017-02-17,32.7,23.2,0.0
2017-02-18,30.6,21.5,0.0
2017-02-19,30.9,22.4,0.0
2017-02-20,29.6,23.1,0.0
2017-02-21,30.1,24.8,0.2
2017-02-22,30.3,24.6,0.1
2017-02-23,30.3,25.0,0.7
2017-02-24,30.0,25.0,0.0
2017-02-25,30.7,25.0,0.2
2017-02-26,30.2,24.8,0.9
2017-02-27,30.2,25.0,0.0
2017-02-28,32.2,25.0,0.0
2017-03-01,31.9,24.9,0.0
2017-03-02,33.4,24.5,0.0
2017-03-03,30.5,26.3,1.3
2017-03-04,28.2,24.9,7.1
2017-03-05,29.4,24.2,7.2
2017-03-06,29.3,24.4,4.7
2017-03-07,29.2,25.2,7.2
2017-03-08,29.1,24.6,6.3
2017-03-09,29.3,24.6,12.1
2017-03-10,28.6,24.2,14.0
2017-03-11,29.6,25.2,0.1
2017-03-12,29.5,25.1,0.0
2017-03-13,29.8,24.9,0.3
2017-03-14,30.4,25.5,7.5
2017-03-15,29.3,24.6,25.2
2017-03-16,28.2,24.0,6.6
2017-03-17,29.4,24.0,0.1
2017-03-18,29.6,25.8,5.1
2017-03-19,29.7,25.1,0.0
2017-03-20,29.7,25.0,1.2
2017-03-21,30.2,24.9,0.4
2017-03-22,30.5,25.2,3.4
2017-03-23,29.5,24.8,0.3
2017-03-24,29.5,25.0,0.7
2017-03-25,29.9,25.5,1.5
2017-03-26,30.4,25.1,2.8
2017-03-27,29.4,26.1,2.7
2017-03-28,29.3,25.6,0.4
2017-03-29,29.9,25.4,2.3
2017-03-30,29.8,25.5,1.0
2017-03-31,30.7,26.2,1.5
2017-04-01,30.3,25.5,0.6
2017-04-02,30.6,25.8,3.8
2017-04-03,30.2,25.2,1.6
2017-04-04,29.8,26.3,2.5
2017-04-05,30.1,26.3,5.6
2017-04-06,30.4,26.1,3.6
2017-04-07,31.0,24.3,3.5
2017-04-08,31.3,25.7,6.5
2017-04-09,30.6,25.6,4.6
2017-04-10,30.3,24.9,6.4
2017-04-11,30.5,25.0,7.8
2017-04-12,31.0,25.8,1.8
2017-04-13,30.0,25.9,11.4
2017-04-14,29.9,25.0,17.3
2017-04-15,31.0,25.8,9.7
2017-04-16,29.9,25.4,2.6
2017-04-17,30.4,25.7,0.8
2017-04-18,30.3,26.2,1.2
2017-04-19,30.6,26.9,2.7
2017-04-20,29.9,26.6,5.3
2017-04-21,28.5,24.8,16.7
2017-04-22,30.1,25.8,3.9
2017-04-23,30.5,26.4,9.0
2017-04-24,30.3,25.9,4.4
2017-04-25,30.8,27.1,1.0
2017-04-26,30.6,27.8,3.5
2017-04-27,30.5,27.0,0.5
2017-04-28,30.9,26.5,1.4
2017-04-29,30.5,26.0,4.5
2017-04-30,31.1,26.9,0.9
2017-05-01,29.7,25.8,9.0
2017-05-02,29.8,24.6,6.6
2017-05-03,30.1,25.0,11.0
2017-05-04,30.2,24.9,5.5
2017-05-05,30.5,25.4,12.5
2017-05-06,29.9,25.2,9.2
2017-05-07,29.4,25.3,20.0
2017-05-08,29.9,24.7,3.3
2017-05-09,30.1,25.6,6.8
2017-05-10,30.6,24.9,22.4
2017-05-11,29.8,24.8,5.1
2017-05-12,30.1,25.3,10.3
2017-05-13,30.9,25.5,5.4
2017-05-14,30.0,25.2,17.6
2017-05-15,30.5,25.0,42.1
2017-05-16,30.4,26.5,4.6
2017-05-17,30.3,25.7,9.0
2017-05-18,30.4,25.2,20.0
2017-05-19,29.8,25.3,2.7
2017-05-20,29.4,26.7,14.0
2017-05-21,29.4,25.7,19.1
2017-05-22,28.5,24.7,18.7
2017-05-23,30.0,26.6,15.7
2017-05-24,29.4,25.2,14.4
2017-05-25,28.6,25.5,29.1
2017-05-26,30.1,24.9,10.8
2017-05-27,30.6,27.3,4.2
2017-05-28,29.0,25.6,16.0
2017-05-29,28.6,25.8,26.2
2017-05-30,27.9,24.3,68.2
2017-05-31,27.2,23.8,23.9
2017-06-01,27.2,24.9,60.5
2017-06-02,28.1,25.6,37.1
2017-06-03,27.9,25.5,52.4
2017-06-04,28.1,25.6,36.9
2017-06-05,27.9,25.3,17.9
2017-06-06,27.8,25.0,30.7
2017-06-07,27.7,24.7,20.0
2017-06-08,29.0,24.9,5.8
2017-06-09,27.3,25.3,7.9
2017-06-10,26.3,23.8,50.4
2017-06-11,27.3,23.7,24.2
2017-06-12,27.3,24.6,33.1
2017-06-13,27.7,24.6,14.4
2017-06-14,27.9,25.1,12.7
2017-06-15,28.4,25.5,9.8
2017-06-16,28.4,25.4,21.2
2017-06-17,28.2,25.1,10.0
2017-06-18,28.3,25.5,7.2
2017-06-19,28.7,25.1,12.4
2017-06-20,27.6,25.0,16.9
2017-06-21,27.2,24.7,7.6
2017-06-22,27.4,25.1,18.0
2017-06-23,27.1,24.8,29.5
2017-06-24,26.5,24.5,16.0
2017-06-25,26.7,23.5,38.8
2017-06-26,26.5,25.0,26.2
2017-06-27,26.3,23.5,35.5
2017-06-28,28.1,23.0,15.7
2017-06-29,28.2,24.3,8.3
2017-06-30,27.8,24.2,9.9
2017-07-01,27.1,24.7,22.8
2017-07-02,26.8,23.9,19.8
2017-07-03,26.4,24.4,13.4
2017-07-04,28.1,24.6,8.4
2017-07-05,28.0,24.8,6.1
2017-07-06,27.2,24.5,14.3
2017-07-07,27.2,25.0,21.4
2017-07-08,26.8,24.7,18.7
2017-07-09,26.6,24.3,14.0
2017-07-10,27.3,24.2,6.8
2017-07-11,27.2,24.5,31.9
2017-07-12,27.4,24.4,3.8
2017-07-13,27.4,24.6,10.5
2017-07-14,27.9,24.3,6.8
2017-07-15,27.9,24.6,5.9
2017-07-16,26.8,24.9,6.9
2017-07-17,27.2,24.5,8.8
2017-07-18,27.9,25.1,10.7
2017-07-19,27.2,24.6,21.1
2017-07-20,27.2,24.7,21.4
2017-07-21,27.6,24.2,7.1
2017-07-22,28.1,24.3,0.9
2017-07-23,28.7,25.1,2.6
2017-07-24,28.2,24.9,1.8
2017-07-25,29.0,25.5,0.3
2017-07-26,28.2,25.8,3.2
2017-07-27,28.5,25.1,15.8
2017-07-28,28.1,24.3,22.8
2017-07-29,28.3,24.4,2.9
2017-07-30,28.3,24.7,14.8
2017-07-31,27.6,25.0,14.6
2017-08-01,28.2,24.6,4.3
2017-08-02,27.4,25.3,5.3
2017-08-03,27.1,24.5,17.2
2017-08-04,27.3,24.7,17.3
2017-08-05,26.6,24.7,34.5
2017-08-06,26.2,24.7,30.9
2017-08-07,26.9,24.8,22.8
2017-08-08,27.9,24.8,13.9
2017-08-09,26.9,24.3,21.4
2017-08-10,27.3,24.4,20.4
2017-08-11,25.9,24.0,21.4
2017-08-12,28.0,24.2,3.2
2017-08-13,27.4,24.8,2.1
2017-08-14,28.5,24.5,4.2
2017-08-15,27.7,24.3,5.6
2017-08-16,26.9,24.2,17.1
2017-08-17,27.5,24.1,12.9
2017-08-18,26.5,24.9,28.9
2017-08-19,26.2,24.6,13.2
2017-08-20,27.0,24.5,61.9
2017-08-21,26.1,24.3,21.9
2017-08-22,26.2,23.6,41.2
2017-08-23,27.1,24.3,5.3
2017-08-24,28.1,25.3,4.0
2017-08-25,27.9,25.0,5.1
2017-08-26,27.3,24.6,9.4
2017-08-27,27.0,24.6,14.5
2017-08-28,26.0,24.6,34.8
2017-08-29,25.6,24.7,38.9
2017-08-30,27.4,24.6,13.8
2017-08-31,28.5,24.1,1.9
2017-09-01,28.4,25.1,3.0
2017-09-02,28.6,24.5,8.0
2017-09-03,27.2,24.3,9.3
2017-09-04,28.0,23.9,11.2
2017-09-05,28.6,24.5,20.4
2017-09-06,27.4,23.8,19.6
2017-09-07,28.0,24.5,13.2
2017-09-08,27.1,24.2,7.4
2017-09-09,26.9,24.7,8.6
2017-09-10,28.5,24.2,3.4
2017-09-11,28.3,24.9,5.5
2017-09-12,28.3,24.7,5.0
2017-09-13,28.8,24.8,30.8
2017-09-14,27.2,24.7,18.7
2017-09-15,28.3,24.4,15.2
2017-09-16,27.0,24.6,19.1
2017-09-17,26.4,24.7,44.5
2017-09-18,27.1,24.2,16.9
2017-09-19,27.0,24.7,7.9
2017-09-20,28.1,24.4,6.0
2017-09-21,27.3,24.4,6.5
2017-09-22,28.7,24.2,3.5
2017-09-23,28.8,24.3,0.7
2017-09-24,28.7,24.7,1.2
2017-09-25,28.0,24.6,3.5
2017-09-26,27.9,24.5,17.1
2017-09-27,26.6,24.7,14.9
2017-09-28,26.8,24.8,16.0
2017-09-29,27.6,24.8,13.8
2017-09-30,28.5,24.6,4.9
2017-10-01,27.7,24.7,5.0
2017-10-02,28.2,24.2,10.1
2017-10-03,28.9,24.1,1.9
2017-10-04,28.6,25.0,5.4
2017-10-05,28.2,24.6,18.2
2017-10-06,27.8,24.1,20.2
2017-10-07,28.3,24.6,11.3
2017-10-08,28.4,24.5,11.3
2017-10-09,28.8,24.1,0.9
2017-10-10,29.3,25.3,3.0
2017-10-11,28.9,25.0,8.0
2017-10-12,27.7,24.5,13.8
2017-10-13,27.1,24.5,12.2
2017-10-14,26.7,24.8,25.5
2017-10-15,27.6,24.1,11.0
2017-10-16,28.4,24.6,11.2
2017-10-17,26.7,24.1,19.2
2017-10-18,26.6,23.4,12.9
2017-10-19,28.8,23.8,14.3
2017-10-20,28.2,24.7,3.8
2017-10-21,26.0,24.1,58.0
2017-10-22,28.6,23.8,4.6
2017-10-23,29.4,24.3,0.0
2017-10-24,28.8,23.6,0.0
2017-10-25,28.8,24.0,0.0
2017-10-26,28.5,24.7,9.7
2017-10-27,28.8,23.9,14.4
2017-10-28,28.1,23.8,10.5
2017-10-29,28.4,24.1,1.6
2017-10-30,28.8,24.0,9.5
2017-10-31,27.4,24.6,1.1
2017-11-01,28.4,24.7,9.0
2017-11-02,28.1,24.7,9.4
2017-11-03,30.1,24.4,1.6
2017-11-04,28.6,24.8,6.4
2017-11-05,28.8,24.7,8.2
2017-11-06,28.5,24.0,3.2
2017-11-07,27.4,24.3,4.4
2017-11-08,28.3,24.1,14.2
2017-11-09,28.4,23.4,6.1
2017-11-10,28.4,23.6,0.6
2017-11-11,28.9,23.9,0.9
2017-11-12,28.4,24.1,1.1
2017-11-13,29.1,24.0,2.0
2017-11-14,29.1,24.1,0.1
2017-11-15,28.8,24.2,1.2
2017-11-16,28.4,23.6,0.3
2017-11-17,28.8,23.8,0.1
2017-11-18,29.1,24.4,1.5
2017-11-19,28.6,24.4,13.4
2017-11-20,28.7,24.4,5.7
2017-11-21,28.7,24.3,1.5
2017-11-22,28.5,24.7,4.6
2017-11-23,28.7,23.9,0.6
2017-11-24,28.7,24.4,0.0
2017-11-25,28.6,24.7,1.6
2017-11-26,28.5,25.0,2.0
2017-11-27,28.1,24.4,11.1
2017-11-28,28.6,24.5,0.3
2017-11-29,29.2,24.7,0.1
2017-11-30,28.7,25.2,14.4
2017-12-01,28.0,24.4,15.3
2017-12-02,28.9,23.9,3.0
2017-12-03,28.9,23.7,0.3
2017-12-04,30.0,23.8,0.2
2017-12-05,28.3,24.5,0.8
2017-12-06,28.5,24.1,0.4
2017-12-07,27.9,24.1,1.0
2017-12-08,28.3,24.3,3.5
2017-12-09,28.4,23.9,1.0
2017-12-10,28.7,24.1,1.4
2017-12-11,28.5,24.3,1.3
2017-12-12,27.6,24.5,1.3
2017-12-13,27.6,24.1,2.9
2017-12-14,28.2,24.0,2.6
2017-12-15,28.8,23.7,0.0
2017-12-16,29.6,24.2,0.0
2017-12-17,30.2,23.4,0.0
2017-12-18,28.2,22.7,0.0
2017-12-19,28.3,22.4,0.0
2017-12-20,29.8,24.0,0.0
2017-12-21,29.0,23.5,0.3
2017-12-22,29.7,24.6,0.0
2017-12-23,28.9,23.7,0.0
2017-12-24,28.8,23.7,0.4
2017-12-25,28.5,23.1,0.0
2017-12-26,29.3,23.0,0.0
2017-12-27,29.4,23.8,0.0
2017-12-28,30.5,22.3,0.0
2017-12-29,29.2,21.9,0.0
2017-12-30,29.6,21.7,0.0
2017-12-31,28.6,22.8,0.0
2018-01-01,28.6,22.7,0.9
2018-01-02,28.4,22.8,0.5
2018-01-03,28.2,23.3,0.3
2018-01-04,29.4,23.3,0.0
2018-01-05,28.1,23.1,1.3
2018-01-06,28.6,22.8,0.3
2018-01-07,28.1,23.0,0.3
2018-01-08,28.7,22.6,0.5
2018-01-09,29.0,22.7,0.0
2018-01-10,29.7,24.3,1.5
2018-01-11,29.9,23.9,0.6
2018-01-12,29.6,24.1,0.0
2018-01-13,29.7,24.7,0.4
2018-01-14,31.1,23.5,0.2
2018-01-15,30.3,22.4,0.0
2018-01-16,29.8,22.3,0.0
2018-01-17,29.2,23.7,1.8
2018-01-18,29.6,23.6,0.5
2018-01-19,30.6,23.4,0.8
2018-01-20,29.4,22.5,0.3
2018-01-21,28.5,22.9,0.0
2018-01-22,28.7,22.7,0.5
2018-01-23,28.6,23.5,2.1
2018-01-24,29.3,23.2,0.9
2018-01-25,29.4,23.9,0.1
2018-01-26,28.8,23.9,0.4
2018-01-27,29.4,23.4,0.7
2018-01-28,28.9,24.0,0.4
2018-01-29,29.4,24.1,0.0
2018-01-30,30.0,23.0,0.0
2018-01-31,30.2,22.9,0.0
2018-02-01,30.2,23.2,0.0
2018-02-02,29.8,23.0,0.0
2018-02-03,31.4,23.2,0.0
2018-02-04,29.7,22.9,0.0
2018-02-05,30.5,23.1,0.0
2018-02-06,30.7,24.1,1.8
2018-02-07,29.3,24.5,1.6
2018-02-08,29.3,24.3,1.3
2018-02-09,30.0,24.4,6.3
2018-02-10,29.7,23.9,0.2
2018-02-11,29.3,25.0,3.3
2018-02-12,28.5,23.6,1.6
2018-02-13,29.7,24.6,0.6
2018-02-14,29.8,24.2,0.0
2018-02-15,30.8,23.6,0.0
2018-02-16,31.1,23.7,0.0
2018-02-17,30.4,24.5,0.0
2018-02-18,29.6,24.8,0.7
2018-02-19,30.3,24.6,0.1
2018-02-20,30.6,23.7,0.4
2018-02-21,30.4,24.7,0.0
2018-02-22,30.4,24.9,0.3
2018-02-23,30.5,23.9,0.5
2018-02-24,31.3,24.4,0.6
2018-02-25,32.1,24.5,0.0
2018-02-26,32.1,24.6,0.0
2018-02-27,32.0,25.0,0.0
2018-02-28,32.3,25.5,1.1
2018-03-01,32.0,25.6,0.0
2018-03-02,31.3,25.6,1.7
2018-03-03,31.7,25.0,0.1
2018-03-04,31.4,25.4,0.2
2018-03-05,31.3,25.3,1.0
2018-03-06,31.2,25.7,0.1
2018-03-07,30.5,25.7,0.6
2018-03-08,30.4,25.0,1.4
2018-03-09,31.6,25.1,2.6
2018-03-10,32.3,24.8,0.4
2018-03-11,32.7,24.4,0.0
2018-03-12,33.3,25.2,0.0
2018-03-13,32.8,26.4,7.0
2018-03-14,32.8,25.9,4.8
2018-03-15,30.1,24.7,11.4
2018-03-16,29.7,24.6,9.2
2018-03-17,30.6,24.5,4.9
2018-03-18,30.0,25.1,12.1
2018-03-19,29.9,24.4,3.1
2018-03-20,30.3,25.3,0.3
2018-03-21,30.7,25.5,1.2
2018-03-22,31.3,24.8,0.8
2018-03-23,31.0,26.2,3.4
2018-03-24,31.6,26.6,0.0
2018-03-25,31.7,25.8,0.0
2018-03-26,30.9,26.0,0.1
2018-03-27,31.0,25.7,3.5
2018-03-28,30.8,25.0,0.9
2018-03-29,31.4,25.0,3.9
2018-03-30,31.2,25.5,0.6
2018-03-31,31.6,27.4,0.3
2018-04-01,31.8,26.0,4.6
2018-04-02,30.7,25.5,4.3
2018-04-03,31.2,24.5,12.4
2018-04-04,30.9,24.1,3.2
2018-04-05,30.7,25.2,1.9
2018-04-06,30.4,25.2,0.1
2018-04-07,31.3,24.8,2.2
2018-04-08,30.8,24.4,2.5
2018-04-09,31.1,25.2,2.2
2018-04-10,30.4,26.0,2.3
2018-04-11,31.2,25.3,8.5
2018-04-12,31.0,24.5,7.0
2018-04-13,30.2,25.0,13.9
2018-04-14,30.1,25.4,8.4
2018-04-15,29.8,25.0,5.8
2018-04-16,31.3,25.3,7.6
2018-04-17,30.6,25.0,5.4
2018-04-18,30.3,26.0,7.3
2018-04-19,30.4,25.9,4.3
2018-04-20,29.7,24.6,22.3
2018-04-21,30.6,25.6,5.9
2018-04-22,29.8,24.7,8.0
2018-04-23,30.9,25.0,7.5
2018-04-24,30.9,25.4,13.8
2018-04-25,30.5,26.0,0.3
2018-04-26,31.7,26.7,0.7
2018-04-27,31.3,27.0,0.6
2018-04-28,30.8,26.1,1.4
2018-04-29,30.2,26.1,5.7
2018-04-30,30.9,26.0,1.3
2018-05-01,30.8,26.6,2.5
2018-05-02,31.0,26.2,2.9
2018-05-03,31.2,25.4,9.3
2018-05-04,30.4,25.1,8.4
2018-05-05,30.3,25.3,16.4
2018-05-06,29.6,25.7,6.5
2018-05-07,30.3,25.8,5.1
2018-05-08,29.9,25.2,20.3
2018-05-09,30.0,24.7,29.3
2018-05-10,30.2,25.3,13.1
2018-05-11,30.4,25.7,10.6
2018-05-12,29.1,24.7,10.6
2018-05-13,29.9,24.9,7.0
2018-05-14,29.9,24.8,2.2
2018-05-15,30.4,25.3,5.2
2018-05-16,29.2,24.7,2.4
2018-05-17,29.9,25.1,14.3
2018-05-18,29.1,24.5,15.9
2018-05-19,29.7,25.3,4.2
2018-05-20,30.0,25.1,13.9
2018-05-21,29.3,25.1,10.7
2018-05-22,29.8,25.5,21.0
2018-05-23,28.4,25.0,25.3
2018-05-24,30.8,24.4,18.7
2018-05-25,28.4,24.4,56.4
2018-05-26,29.5,24.5,20.6
2018-05-27,28.4,24.8,49.2
2018-05-28,29.1,24.7,34.7
2018-05-29,29.2,26.2,20.1
2018-05-30,28.2,25.2,13.2
2018-05-31,29.6,25.2,4.7
2018-06-01,28.3,25.3,10.3
2018-06-02,28.2,25.4,27.2
2018-06-03,27.4,24.5,23.7
2018-06-04,28.2,24.8,27.0
2018-06-05,28.3,24.2,14.0
2018-06-06,28.0,25.2,18.3
2018-06-07,27.9,25.5,23.7
2018-06-08,29.5,25.7,15.5
2018-06-09,28.1,25.8,25.3
2018-06-10,27.9,25.8,17.2
2018-06-11,27.4,25.6,21.5
2018-06-12,27.4,25.5,15.3
2018-06-13,27.2,25.2,29.4
2018-06-14,26.9,25.1,35.3
2018-06-15,27.1,25.0,23.2
2018-06-16,27.2,25.0,13.5
2018-06-17,28.0,25.2,11.2
2018-06-18,27.4,24.3,11.0
2018-06-19,27.6,23.9,24.9
2018-06-20,27.1,24.6,20.2
2018-06-21,26.9,24.9,23.5
2018-06-22,27.3,24.9,19.6
2018-06-23,26.6,24.5,23.6
2018-06-24,27.5,24.6,9.9
2018-06-25,26.7,24.6,26.4
2018-06-26,27.5,24.6,7.4
2018-06-27,27.0,24.9,17.2
2018-06-28,27.0,24.3,17.6
2018-06-29,26.5,24.2,14.5
2018-06-30,26.6,24.2,18.0
2018-07-01,27.8,24.4,9.4
2018-07-02,27.5,24.4,15.7
2018-07-03,27.8,23.9,2.5
2018-07-04,28.2,24.9,4.7
2018-07-05,27.9,24.7,3.0
2018-07-06,28.6,24.9,4.9
2018-07-07,28.3,25.2,11.8
2018-07-08,26.4,24.7,15.4
2018-07-09,26.2,24.8,22.2
2018-07-10,26.6,24.5,32.2
2018-07-11,26.5,24.5,24.8
2018-07-12,27.9,24.0,12.8
2018-07-13,26.7,24.9,14.9
2018-07-14,27.6,25.0,24.8
2018-07-15,26.2,24.7,49.1
2018-07-16,27.0,24.6,34.2
2018-07-17,27.4,24.4,19.3
2018-07-18,26.3,23.9,23.0
2018-07-19,25.7,24.1,31.9
2018-07-20,25.9,24.3,21.3
2018-07-21,27.4,24.6,7.8
2018-07-22,27.5,25.0,6.8
2018-07-23,27.7,24.7,15.3
2018-07-24,27.4,24.5,16.2
2018-07-25,27.0,24.9,12.2
2018-07-26,27.3,24.3,15.3
2018-07-27,27.5,24.4,7.3
2018-07-28,28.0,24.5,8.8
2018-07-29,27.4,24.1,8.3
2018-07-30,27.0,24.3,17.0
2018-07-31,26.4,23.4,17.6
2018-08-01,26.8,23.5,4.5
2018-08-02,27.4,24.2,6.6
2018-08-03,26.8,24.5,6.3
2018-08-04,27.0,24.8,3.9
2018-08-05,28.1,25.0,3.9
2018-08-06,27.7,24.4,5.2
2018-08-07,26.3,24.4,17.4
2018-08-08,25.5,24.0,32.5
2018-08-09,27.2,23.6,17.1
2018-08-10,26.6,24.0,13.4
2018-08-11,25.9,24.3,11.6
2018-08-12,26.2,23.3,21.5
2018-08-13,27.4,22.8,22.4
2018-08-14,26.0,23.3,46.0
2018-08-15,24.8,23.9,104.9
2018-08-16,26.1,24.0,59.2
2018-08-17,25.8,23.7,26.5
2018-08-18,26.3,24.1,19.5
2018-08-19,26.4,24.1,14.0
2018-08-20,26.4,24.1,6.5
2018-08-21,26.8,23.9,4.4
2018-08-22,27.7,24.1,2.2
2018-08-23,27.3,24.2,1.6
2018-08-24,27.2,24.7,0.8
2018-08-25,27.3,24.4,0.8
2018-08-26,26.9,24.8,3.6
2018-08-27,26.5,24.4,5.9
2018-08-28,26.4,23.7,6.0
2018-08-29,26.4,23.9,3.1
2018-08-30,26.8,24.2,2.2
2018-08-31,26.8,24.1,3.6
2018-09-01,27.3,24.3,1.5
2018-09-02,27.2,23.9,2.2
2018-09-03,27.4,24.0,2.4
2018-09-04,27.2,24.2,1.1
2018-09-05,27.4,24.1,3.4
2018-09-06,27.7,23.9,5.2
2018-09-07,28.0,24.5,2.0
2018-09-08,27.9,24.1,1.9
2018-09-09,28.1,24.0,0.1
2018-09-10,28.1,24.1,0.4
2018-09-11,27.9,24.5,0.0
2018-09-12,28.3,24.9,0.2
2018-09-13,28.1,24.8,1.5
2018-09-14,28.4,24.6,0.0
2018-09-15,28.5,24.4,0.0
2018-09-16,28.2,24.5,1.3
2018-09-17,27.4,24.7,7.4
2018-09-18,27.7,24.6,5.3
2018-09-19,27.1,24.6,4.0
2018-09-20,27.5,24.1,8.0
2018-09-21,28.4,23.9,1.5
2018-09-22,29.0,23.8,1.4
2018-09-23,28.8,24.7,1.6
2018-09-24,28.7,23.7,6.8
2018-09-25,29.0,24.0,0.1
2018-09-26,29.3,24.9,5.1
2018-09-27,29.2,24.4,2.5
2018-09-28,28.9,24.5,9.6
2018-09-29,28.4,24.3,5.9
2018-09-30,28.5,24.4,3.8
2018-10-01,27.8,24.3,12.2
2018-10-02,28.6,24.6,5.6
2018-10-03,28.6,24.7,11.8
2018-10-04,28.3,24.2,5.4
2018-10-05,28.0,24.3,5.1
2018-10-06,27.7,24.8,18.1
2018-10-07,28.3,24.4,3.6
2018-10-08,28.4,24.2,13.8
2018-10-09,28.2,24.4,9.6
2018-10-10,28.0,24.0,8.7
2018-10-11,28.9,24.2,4.6
2018-10-12,29.4,24.9,3.5
2018-10-13,28.4,24.3,7.5
2018-10-14,28.0,24.0,5.3
2018-10-15,27.9,24.2,6.2
2018-10-16,27.4,24.0,39.8
2018-10-17,28.1,23.3,6.7
2018-10-18,29.3,24.3,3.8
2018-10-19,28.1,23.7,3.5
2018-10-20,27.6,23.3,24.1
2018-10-21,28.5,24.2,6.5
2018-10-22,28.0,23.7,22.9
2018-10-23,28.6,23.7,0.7
2018-10-24,28.8,23.9,1.7
2018-10-25,29.0,24.0,0.8
2018-10-26,29.4,24.6,1.4
2018-10-27,29.2,24.9,0.0
2018-10-28,29.6,24.5,0.8
2018-10-29,28.9,24.4,0.3
2018-10-30,29.4,24.4,0.0
2018-10-31,29.4,24.9,2.4
2018-11-01,28.7,24.1,3.5
2018-11-02,28.9,24.4,11.4
2018-11-03,27.7,24.6,15.2
2018-11-04,29.6,24.3,0.0
2018-11-05,29.6,25.1,4.0
2018-11-06,29.3,24.4,3.3
2018-11-07,28.7,24.1,0.3
2018-11-08,28.5,24.4,0.3
2018-11-09,28.2,23.9,7.7
2018-11-10,28.6,24.0,1.8
2018-11-11,28.5,23.9,1.0
2018-11-12,28.4,23.8,2.3
2018-11-13,28.1,24.7,2.3
2018-11-14,29.3,24.7,0.3
2018-11-15,29.2,24.6,0.1
2018-11-16,27.6,24.6,79.5
2018-11-17,29.8,24.0,1.5
2018-11-18,29.5,24.4,2.6
2018-11-19,28.6,24.1,28.4
2018-11-20,28.1,24.1,1.9
2018-11-21,28.6,24.9,1.2
2018-11-22,29.0,24.9,2.4
2018-11-23,28.0,25.0,11.9
2018-11-24,28.4,24.4,11.1
2018-11-25,28.7,24.1,0.6
2018-11-26,29.1,24.4,0.3
2018-11-27,29.4,24.0,0.0
2018-11-28,30.1,23.2,0.0
2018-11-29,29.1,24.5,8.7
2018-11-30,28.7,24.1,5.1
2018-12-01,30.6,24.5,4.8
2018-12-02,28.6,24.3,0.1
2018-12-03,29.2,24.0,0.1
2018-12-04,29.3,24.2,3.3
2018-12-05,28.9,24.4,1.0
2018-12-06,28.8,24.8,3.7
2018-12-07,28.8,25.1,3.2
2018-12-08,29.8,24.7,0.0
2018-12-09,29.3,24.2,0.3
2018-12-10,28.8,23.8,1.1
2018-12-11,29.2,23.9,0.0
2018-12-12,29.3,23.8,0.4
2018-12-13,29.1,24.3,0.6
2018-12-14,28.4,24.3,3.0
2018-12-15,28.8,24.1,0.1
2018-12-16,28.4,23.4,1.5
2018-12-17,28.6,23.8,0.8
2018-12-18,28.7,23.2,0.0
2018-12-19,28.9,23.9,1.3
2018-12-20,28.6,23.7,0.3
2018-12-21,29.7,24.6,0.0
2018-12-22,28.8,24.2,0.2
2018-12-23,29.2,24.4,3.0
2018-12-24,29.4,24.0,3.0
2018-12-25,29.6,24.4,0.9
2018-12-26,29.4,24.9,0.6
2018-12-27,29.0,24.3,3.2
2018-12-28,28.3,23.6,5.2
2018-12-29,28.1,23.6,5.4
2018-12-30,28.5,24.6,0.5
2018-12-31,29.3,23.5,0.0
2019-01-01,30.0,22.7,0.0
